Item_Name,Stock_A_Count,Stock_B_Count,Stock_C_Count,Sales_A_Count,Sales_B_Count,Sales_C_Count,Stock_Turnover,Category,Suggested_Action
Profile Handle,143,70,86,150,66,83,706.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,163.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,674.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,269.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,310.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,558.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,357.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,323.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,315.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,888.0,Frequent-A,Review Strategy
Profile Handle,143,70,86,150,66,83,261.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,259.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,918.0,Frequent-A,Review Strategy
Profile Handle,143,70,86,150,66,83,310.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,597.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,550.3627090983272,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,550.3627090983272,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,85.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,329.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,461.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,160.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,274.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,809.0,Frequent-A,Review Strategy
Profile Handle,143,70,86,150,66,83,584.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,875.0,Frequent-A,Review Strategy
Profile Handle,143,70,86,150,66,83,136.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,246.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,567.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,389.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,331.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,296.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,189.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,192.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,123.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,638.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,201.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,853.0,Frequent-A,Review Strategy
Profile Handle,143,70,86,150,66,83,231.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,305.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,550.3627090983272,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,125.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,946.0,Frequent-A,Review Strategy
Profile Handle,143,70,86,150,66,83,116.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,215.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,94.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,106.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,757.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,91.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,225.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,282.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,783.0,Frequent-A,Review Strategy
Profile Handle,143,70,86,150,66,83,487.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,890.0,Frequent-A,Review Strategy
Profile Handle,143,70,86,150,66,83,665.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,441.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,106.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,829.0,Frequent-A,Review Strategy
Profile Handle,143,70,86,150,66,83,851.0,Frequent-A,Review Strategy
Profile Handle,143,70,86,150,66,83,225.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,780.0,Frequent-A,Review Strategy
Profile Handle,143,70,86,150,66,83,69.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,86.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,482.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,490.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,472.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,498.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,833.0,Frequent-A,Review Strategy
Profile Handle,143,70,86,150,66,83,772.0,Frequent-A,Review Strategy
Profile Handle,143,70,86,150,66,83,542.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,334.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,744.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,274.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,102.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,593.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,119.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,103.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,68.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,65.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,497.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,323.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,182.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,226.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,646.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,160.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,93.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,724.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,145.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,359.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,384.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,388.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,60.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,50.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,142.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,445.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,223.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,938.0,Frequent-A,Review Strategy
Profile Handle,143,70,86,150,66,83,57.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,379.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,235.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,441.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,113.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,595.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,332.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,50.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,798.0,Frequent-A,Review Strategy
Profile Handle,143,70,86,150,66,83,582.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,403.0,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,170.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,89.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,73.0,Understock,Urgent Restock Needed
Profile Handle,143,70,86,150,66,83,538.1876222093741,Frequent-C,Review Strategy
Profile Handle,143,70,86,150,66,83,538.1876222093741,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,965.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,949.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,1467.375,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,955.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,935.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,968.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,550.3627090983272,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,768.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,953.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,937.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,848.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,746.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,994.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,634.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,851.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,702.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,852.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,937.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,899.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,888.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,965.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,720.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,890.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,718.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,870.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,920.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,900.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,936.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,719.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,757.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,366.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,946.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,495.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,621.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,663.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,863.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,803.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,706.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,720.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,956.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,804.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,660.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,607.5,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,546.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,305.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,584.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,948.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,986.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,857.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,678.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,527.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,550.3627090983272,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,775.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,575.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,841.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,603.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,550.3627090983272,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,795.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,517.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,931.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,891.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,602.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,884.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,952.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,506.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,659.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,674.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,644.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,879.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,760.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,550.3627090983272,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,649.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,981.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,683.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,514.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,550.3627090983272,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,484.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,491.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,787.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,400.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,686.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,588.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,720.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,437.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,614.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,835.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,690.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,707.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,853.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,694.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,532.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,425.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,550.3627090983272,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,592.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,332.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,455.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,627.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,476.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,549.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,547.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,401.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,567.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,638.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,632.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,631.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,574.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,951.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,680.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,438.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,306.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,857.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,351.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,260.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,511.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,560.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,565.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,268.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,375.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,495.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,611.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,703.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,741.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,356.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,886.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,770.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,458.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,430.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,529.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,443.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,432.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,421.5,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,222.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,402.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,831.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,299.0,Moderate,Maintain Stock - Balanced Turnover
Tower Bolt,137,81,73,153,73,65,633.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,434.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,550.3627090983272,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,868.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,459.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,432.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,643.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,440.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,922.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,779.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,541.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,599.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,740.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,611.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,191.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,626.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,482.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,224.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,350.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,318.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,639.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,548.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,872.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,603.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,282.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,525.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,715.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,205.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,252.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,187.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,173.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,968.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,565.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,803.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,359.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,174.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,255.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,137.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,226.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,213.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,222.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,572.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,588.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,528.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,340.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,161.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,144.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,498.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,243.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,904.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,136.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,404.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,428.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,554.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,153.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,152.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,288.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,445.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,216.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,312.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,423.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,550.3627090983272,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,182.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,272.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,216.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,341.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,572.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,173.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,275.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,182.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,118.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,476.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,112.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,246.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,550.3627090983272,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,570.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,319.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,123.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,376.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,1467.375,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,539.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,160.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,215.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,547.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,629.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,90.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,146.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,198.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,127.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,134.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,651.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,152.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,57.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,581.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,477.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,333.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,182.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,109.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,831.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,274.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,151.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,950.0,Frequent-A,Review Strategy
Tower Bolt,137,81,73,153,73,65,358.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,187.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,395.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,170.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,281.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,234.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,204.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,132.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,281.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,156.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,530.0,Frequent-C,Review Strategy
Tower Bolt,137,81,73,153,73,65,213.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,165.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,235.0,Understock,Urgent Restock Needed
Tower Bolt,137,81,73,153,73,65,608.0,Frequent-C,Review Strategy
