Finance_ID,Stock_ID,Item_Name,Category,Date,Revenue,Cost,Profit,Tax,Net_Profit
10275,1275,Key Stand,Kadi,2024-10-25,11035.44,4905.47,6129.97,1225.99,4903.97
11154,2154,Designer Knob,Handles,2024-10-25,19206.07,8021.91,11184.16,2236.83,8947.33
10377,1377,Cross Knob,Handles,2024-10-25,6837.23,2903.64,3933.58,786.72,3146.87
13701,4701,Key Stand,Kadi,2024-10-25,27880.2,12276.77,15603.43,3120.69,12482.75
10544,1544,Ultra Modern Handle,Others,2024-10-25,30364.65,15324.12,15040.53,3008.11,12032.42
13283,4283,Ultra Modern Handle,Knob,2024-10-26,23041.97,12342.62,10699.36,2139.87,8559.49
14756,5756,Ultra Modern Handle,Accessories,2024-10-26,11334.87,5071.67,6263.2,1252.64,5010.56
10714,1714,Sofa Leg,Accessories,2024-10-26,37964.54,18460.01,19504.53,3900.91,15603.62
13415,4415,Stainless Steel Knob,Others,2024-10-26,15489.21,7533.28,7955.93,1591.19,6364.75
14970,5970,Designer Knob,Kadi,2024-10-26,25400.51,9599.24,15801.26,3160.25,12641.01
13440,4440,Main Door Handle,Knob,2024-10-26,13103.1,5991.63,7111.47,1422.29,5689.18
14834,5834,Designer Knob,Accessories,2024-10-26,28133.42,12335.17,15798.25,3159.65,12638.6
11189,2189,Brass Khutti,Accessories,2024-10-26,35227.31,12797.99,22429.32,4485.86,17943.46
14857,5857,Sofa Leg,Accessories,2024-10-26,11117.24,4754.89,6362.36,1272.47,5089.89
13280,4280,Tower Bolt Premium,Handles,2024-10-26,9938.42,4128.47,5809.96,1161.99,4647.97
10023,1023,Designer Knob,Knob,2024-10-26,28552.12,15972.42,12579.71,2515.94,10063.77
13178,4178,Designer Knob,Others,2024-10-26,38328.3,19007.34,19320.96,3864.19,15456.77
14646,5646,Brass Khutti,Kadi,2024-10-26,11345.96,4289.86,7056.1,1411.22,5644.88
11716,2716,Kadi Deluxe,Knob,2024-10-26,27224.64,15085.31,12139.33,2427.87,9711.46
11512,2512,Sofa Leg,Handles,2024-10-26,12903.85,6556.99,6346.86,1269.37,5077.49
11971,2971,Sofa Leg,Others,2024-10-26,26402.2,15355.91,11046.29,2209.26,8837.03
11511,2511,Kadi Deluxe,Handles,2024-10-26,36796.22,16050.36,20745.86,4149.17,16596.69
13091,4091,Gold Plated Handle,Knob,2024-10-26,27761.32,11128.26,16633.05,3326.61,13306.44
11541,2541,Economy Kadi,Knob,2024-10-26,31181.89,14142.3,17039.59,3407.92,13631.67
11546,2546,Sofa Leg,Kadi,2024-10-26,5552.1,2216.8,3335.31,667.06,2668.25
12038,3038,Ultra Modern Handle,Others,2024-10-26,26860.48,10856.98,16003.51,3200.7,12802.81
11280,2280,Brass Khutti,Accessories,2024-10-26,42860.83,15144.25,27716.58,5543.32,22173.26
10642,1642,Stainless Steel Knob,Accessories,2024-10-26,17048.16,7741.35,9306.81,1861.36,7445.45
10533,1533,Designer Knob,Kadi,2024-10-26,20197.65,10707.2,9490.45,1898.09,7592.36
10128,1128,Main Door Handle,Kadi,2024-10-26,8239.44,3427.13,4812.31,962.46,3849.85
10681,1681,Tower Bolt Premium,Knob,2024-10-26,29805.25,12144.45,17660.8,3532.16,14128.64
11806,2806,Main Door Handle,Accessories,2024-10-26,34730.98,11843.04,22887.93,4577.59,18310.35
10684,1684,Brass Khutti,Kadi,2024-10-26,29938.97,12971.01,16967.96,3393.59,13574.37
12791,3791,Designer Knob,Handles,2024-10-26,24592.54,14010.9,10581.64,2116.33,8465.31
12539,3539,Designer Knob,Handles,2024-10-26,37916.22,19095.63,18820.6,3764.12,15056.48
14066,5066,Ultra Modern Handle,Accessories,2024-10-26,18261.06,7290.85,10970.21,2194.04,8776.17
14180,5180,Economy Kadi,Knob,2024-10-26,29429.16,17349.65,12079.51,2415.9,9663.61
12310,3310,Gold Plated Handle,Knob,2024-10-26,37359.96,15075.64,22284.32,4456.86,17827.45
14220,5220,Tower Bolt,Accessories,2024-10-26,6540.02,2392.48,4147.54,829.51,3318.03
12640,3640,Designer Knob,Kadi,2024-10-26,32770.46,14559.01,18211.44,3642.29,14569.15
10735,1735,Cross Knob,Knob,2024-10-26,36651.65,15795.48,20856.17,4171.23,16684.94
10818,1818,Decorative Kadi,Kadi,2024-10-26,20957.35,9251.06,11706.29,2341.26,9365.03
13922,4922,Key Stand,Knob,2024-10-26,6345.16,3395.32,2949.84,589.97,2359.87
14362,5362,Kadi Deluxe,Knob,2024-10-26,5598.27,2832.89,2765.38,553.08,2212.3
14378,5378,Decorative Kadi,Knob,2024-10-26,11736.64,6062.25,5674.39,1134.88,4539.51
10339,1339,Traditional Handle,Accessories,2024-10-26,13337.37,5000.37,8337.01,1667.4,6669.6
11037,2037,Profile Handle,Knob,2024-10-26,36025.58,15535.96,20489.62,4097.92,16391.69
11001,2001,Stainless Steel Knob,Kadi,2024-10-26,26557.62,9678.89,16878.73,3375.75,13502.99
12854,3854,Economy Kadi,Kadi,2024-10-26,24992.47,12833.64,12158.83,2431.77,9727.06
13907,4907,Economy Kadi,Handles,2024-10-26,36570.09,,,0.0,
14321,5321,Traditional Handle,Handles,2024-10-26,16032.34,9250.86,6781.49,1356.3,5425.19
14105,5105,Khutti,Handles,2024-10-26,,15164.64,,0.0,
12172,3172,Tower Bolt Premium,Others,2024-10-26,34632.54,17350.06,17282.48,3456.5,13825.99
12749,3749,Stainless Steel Knob,Kadi,2024-10-26,6000.82,2225.57,3775.25,755.05,3020.2
11721,2721,Antique Handle,Kadi,2024-10-27,18387.56,8951.51,9436.05,1887.21,7548.84
12031,3031,Kadi Deluxe,Knob,2024-10-27,7162.78,3431.8,3730.98,746.2,2984.79
12809,3809,Decorative Kadi,Handles,2024-10-27,28613.83,16110.76,12503.07,2500.61,10002.45
14605,5605,Ultra Modern Handle,Knob,2024-10-27,6207.28,2748.32,3458.96,691.79,2767.17
14299,5299,KH-1239,Others,2024-10-27,37681.05,19583.48,18097.57,3619.51,14478.06
13823,4823,KH-1239,Others,2024-10-27,14519.56,8070.5,6449.06,1289.81,5159.25
14237,5237,KH-1239,Kadi,2024-10-27,11310.3,4486.11,6824.19,1364.84,5459.35
11095,2095,Stainless Steel Knob,Others,2024-10-27,18275.46,8680.99,9594.46,1918.89,7675.57
13606,4606,Kadi Deluxe,Knob,2024-10-27,39490.96,17556.11,21934.86,4386.97,17547.88
13756,4756,Ultra Modern Handle,Handles,2024-10-27,12460.75,7065.48,5395.27,1079.05,4316.21
14781,5781,Stainless Steel Knob,Knob,2024-10-27,14575.45,6103.03,8472.42,1694.48,6777.94
10372,1372,KH-1239,Kadi,2024-10-27,6345.17,2563.78,3781.39,756.28,3025.11
13382,4382,Profile Handle,Handles,2024-10-27,34340.19,16238.27,18101.92,3620.38,14481.54
11829,2829,Khutti,Knob,2024-10-27,21935.15,12117.14,9818.01,1963.6,7854.41
13435,4435,Traditional Handle,Others,2024-10-27,29226.29,14140.36,15085.93,3017.19,12068.75
10600,1600,Kadi Deluxe,Others,2024-10-27,8460.56,3909.18,4551.38,910.28,3641.1
12966,3966,Tower Bolt,Knob,2024-10-27,36141.52,19000.36,17141.17,3428.23,13712.93
10423,1423,Profile Handle,Accessories,2024-10-27,0.0,8950.93,-8950.93,0.0,-8950.93
10253,1253,Antique Handle,Kadi,2024-10-27,21470.71,9822.85,11647.86,2329.57,9318.29
14383,5383,KH-1239,Knob,2024-10-27,39003.24,16222.51,22780.72,4556.14,18224.58
13301,4301,Gold Plated Handle,Others,2024-10-27,30616.65,18014.73,12601.92,2520.38,10081.53
11674,2674,Stainless Steel Knob,Handles,2024-10-27,17614.41,8029.71,9584.71,1916.94,7667.76
14235,5235,Brass Khutti,Knob,2024-10-27,12866.56,6928.23,5938.33,1187.67,4750.66
10475,1475,Kadi Deluxe,Kadi,2024-10-27,34340.29,16381.2,17959.1,3591.82,14367.28
12758,3758,Kadi Deluxe,Kadi,2024-10-27,17576.73,8801.26,8775.47,1755.09,7020.38
14450,5450,Brass Khutti,Others,2024-10-27,17052.84,9676.38,7376.46,1475.29,5901.17
12143,3143,Cross Knob,Accessories,2024-10-27,24634.48,8767.87,15866.62,3173.32,12693.29
13905,4905,Key Stand,Others,2024-10-27,34933.19,14804.51,20128.67,4025.73,16102.94
13017,4017,Cross Knob,Others,2024-10-27,14901.01,8099.08,6801.93,1360.39,5441.54
14658,5658,Stainless Steel Knob,Others,2024-10-27,26733.11,13112.63,13620.48,2724.1,10896.39
10715,1715,Tower Bolt,Handles,2024-10-27,23360.5,12734.64,10625.86,2125.17,8500.69
12184,3184,Khutti,Kadi,2024-10-27,27098.64,,,0.0,
12212,3212,Stainless Steel Knob,Kadi,2024-10-27,24775.29,11061.46,13713.83,2742.77,10971.06
13168,4168,Tower Bolt,Others,2024-10-27,30361.38,14128.87,16232.51,3246.5,12986.01
13554,4554,Traditional Handle,Kadi,2024-10-27,31658.67,16064.42,15594.25,3118.85,12475.4
14671,5671,Sofa Leg,Knob,2024-10-27,8679.17,4376.54,4302.63,860.53,3442.11
11947,2947,Antique Handle,Others,2024-10-27,29326.38,16732.49,12593.89,2518.78,10075.11
11912,2912,Brass Khutti,Kadi,2024-10-27,34029.47,17494.75,16534.72,3306.94,13227.78
12579,3579,Traditional Handle,Accessories,2024-10-27,26027.4,9590.73,16436.66,3287.33,13149.33
13522,4522,Profile Handle,Knob,2024-10-27,26268.71,13563.98,12704.73,2540.95,10163.79
11480,2480,Tower Bolt Premium,Accessories,2024-10-27,43547.48,15568.54,27978.94,5595.79,22383.15
13658,4658,Khutti,Others,2024-10-27,27346.73,11785.88,15560.85,3112.17,12448.68
13853,4853,Tower Bolt Premium,Kadi,2024-10-27,,18480.07,,0.0,
13836,4836,Tower Bolt,Handles,2024-10-27,6802.51,,,0.0,
12063,3063,Key Stand,Knob,2024-10-27,10132.08,5840.35,4291.73,858.35,3433.38
11134,2134,Khutti,Kadi,2024-10-27,34453.85,15672.36,18781.49,3756.3,15025.19
12632,3632,KH-1239,Kadi,2024-10-27,39988.44,18719.73,21268.71,4253.74,17014.97
11785,2785,Designer Knob,Knob,2024-10-28,8380.18,3794.18,4586.0,917.2,3668.8
13232,4232,Economy Kadi,Others,2024-10-28,35257.13,18915.96,16341.17,3268.23,13072.94
10362,1362,Key Stand,Accessories,2024-10-28,40418.19,15282.62,25135.57,5027.11,20108.45
14376,5376,Designer Knob,Accessories,2024-10-28,14794.02,5627.45,9166.56,1833.31,7333.25
10641,1641,Designer Knob,Kadi,2024-10-28,19623.41,8314.73,11308.68,2261.74,9046.94
14724,5724,KH-1239,Knob,2024-10-28,37509.2,17216.0,20293.2,4058.64,16234.56
11826,2826,Designer Knob,Handles,2024-10-28,8762.45,4447.86,4314.59,862.92,3451.67
13950,4950,Sofa Leg,Accessories,2024-10-28,18974.65,8776.83,10197.82,2039.56,8158.26
10980,1980,Economy Kadi,Others,2024-10-28,8234.8,3969.14,4265.66,853.13,3412.53
11200,2200,Main Door Handle,Handles,2024-10-28,11887.65,6279.16,5608.49,1121.7,4486.8
14297,5297,Gold Plated Handle,Handles,2024-10-28,19127.24,11390.03,7737.22,1547.44,6189.77
11353,2353,Cross Knob,Handles,2024-10-28,6866.55,3148.88,3717.67,743.53,2974.14
13622,4622,Economy Kadi,Others,2024-10-28,7153.99,3837.52,3316.47,663.29,2653.18
10833,1833,Tower Bolt,Handles,2024-10-28,39728.7,22130.6,17598.1,3519.62,14078.48
11411,2411,Designer Knob,Handles,2024-10-28,27770.47,13612.29,14158.18,2831.64,11326.55
10015,1015,Cross Knob,Accessories,2024-10-28,90292.91,6437.16,83855.75,16771.15,67084.6
10831,1831,Key Stand,Handles,2024-10-28,35945.15,18845.54,17099.62,3419.92,13679.69
11437,2437,Ultra Modern Handle,Knob,2024-10-28,33544.33,14639.2,18905.13,3781.03,15124.1
10864,1864,Tower Bolt,Accessories,2024-10-28,33766.95,12427.82,21339.13,4267.83,17071.3
14085,5085,Khutti,Kadi,2024-10-28,25014.38,10828.51,14185.87,2837.17,11348.69
10817,1817,Tower Bolt Premium,Accessories,2024-10-28,13077.86,5855.42,7222.45,1444.49,5777.96
12629,3629,Tower Bolt,Kadi,2024-10-28,15512.71,5965.42,9547.3,1909.46,7637.84
14179,5179,Decorative Kadi,Others,2024-10-28,36675.93,14866.4,21809.53,4361.91,17447.62
13673,4673,KH-1239,Knob,2024-10-28,7201.44,3248.44,3953.0,790.6,3162.4
11647,2647,Cross Knob,Knob,2024-10-28,22737.42,11044.03,11693.39,2338.68,9354.71
12464,3464,Main Door Handle,Knob,2024-10-28,13211.78,5926.15,7285.63,1457.13,5828.51
13308,4308,Khutti,Others,2024-10-28,39051.57,19911.19,19140.38,3828.08,15312.31
13307,4307,Stainless Steel Knob,Accessories,2024-10-28,8523.58,4174.41,4349.16,869.83,3479.33
10946,1946,Kadi Deluxe,Accessories,2024-10-28,36748.13,15933.59,20814.54,4162.91,16651.63
11713,2713,Economy Kadi,Others,2024-10-28,9014.13,4294.53,4719.6,943.92,3775.68
13274,4274,Brass Khutti,Kadi,2024-10-28,37838.24,17346.0,20492.24,4098.45,16393.79
12272,3272,Traditional Handle,Others,2024-10-28,17057.99,7292.46,9765.53,1953.11,7812.42
10847,1847,Traditional Handle,Accessories,2024-10-28,37755.01,17864.5,19890.51,3978.1,15912.41
14567,5567,Profile Handle,Kadi,2024-10-28,34933.06,13287.05,21646.01,4329.2,17316.81
13169,4169,Designer Knob,Handles,2024-10-28,32998.19,13687.31,19310.88,3862.18,15448.7
13179,4179,Brass Khutti,Accessories,2024-10-28,24587.97,9201.98,15385.99,3077.2,12308.79
14619,5619,Ultra Modern Handle,Others,2024-10-28,37186.76,21431.07,15755.69,3151.14,12604.55
11922,2922,Stainless Steel Knob,Handles,2024-10-28,15452.61,8747.18,6705.43,1341.09,5364.34
10662,1662,Ultra Modern Handle,Knob,2024-10-28,16336.69,9151.24,7185.44,1437.09,5748.35
14379,5379,Tower Bolt Premium,Kadi,2024-10-28,14249.1,6707.09,7542.01,1508.4,6033.61
12131,3131,Gold Plated Handle,Handles,2024-10-28,8976.08,3654.81,5321.27,1064.25,4257.02
12224,3224,Cross Knob,Knob,2024-10-28,39113.52,22847.87,16265.64,3253.13,13012.52
13906,4906,Ultra Modern Handle,Others,2024-10-28,37216.17,15725.55,21490.62,4298.12,17192.5
11900,2900,Khutti,Accessories,2024-10-28,6236.66,2733.07,3503.59,700.72,2802.87
13052,4052,Gold Plated Handle,Kadi,2024-10-28,28917.63,14947.74,13969.89,2793.98,11175.91
14884,5884,Key Stand,Knob,2024-10-29,23820.64,9550.27,14270.37,2854.07,11416.29
11720,2720,Sofa Leg,Others,2024-10-29,31457.46,15903.75,15553.7,3110.74,12442.96
10448,1448,Tower Bolt Premium,Accessories,2024-10-29,7990.74,3722.79,4267.95,853.59,3414.36
12443,3443,Key Stand,Accessories,2024-10-29,24786.24,8496.9,16289.35,3257.87,13031.48
10056,1056,Cross Knob,Handles,2024-10-29,15596.16,7572.34,8023.83,1604.77,6419.06
10810,1810,Kadi Deluxe,Others,2024-10-29,13824.98,7995.12,5829.86,1165.97,4663.88
14829,5829,Brass Khutti,Knob,2024-10-29,21178.08,11323.31,9854.77,1970.95,7883.82
14554,5554,Decorative Kadi,Handles,2024-10-29,24354.88,10858.31,13496.57,2699.31,10797.26
14212,5212,Economy Kadi,Knob,2024-10-29,23885.15,,,0.0,
11201,2201,Designer Knob,Knob,2024-10-29,27490.3,13087.27,14403.02,2880.6,11522.42
13796,4796,Profile Handle,Knob,2024-10-29,13618.3,6432.27,7186.03,1437.21,5748.82
11592,2592,Antique Handle,Kadi,2024-10-29,7205.59,2955.68,4249.91,849.98,3399.92
12247,3247,Profile Handle,Handles,2024-10-29,8465.68,3977.38,4488.3,897.66,3590.64
11939,2939,Decorative Kadi,Accessories,2024-10-29,14666.23,5718.15,8948.08,1789.62,7158.47
13791,4791,Traditional Handle,Handles,2024-10-29,11724.53,6181.27,5543.26,1108.65,4434.6
14307,5307,Khutti,Knob,2024-10-29,6231.49,2762.45,3469.04,693.81,2775.23
11275,2275,Brass Khutti,Handles,2024-10-29,13276.58,7224.65,6051.93,1210.39,4841.54
10214,1214,Key Stand,Kadi,2024-10-29,9625.02,3553.68,6071.34,1214.27,4857.07
12474,3474,KH-1239,Handles,2024-10-29,12969.83,6269.59,6700.25,1340.05,5360.2
14407,5407,Stainless Steel Knob,Knob,2024-10-29,33339.39,16873.77,16465.63,3293.13,13172.5
10499,1499,Profile Handle,Knob,2024-10-29,31005.07,14694.56,16310.51,3262.1,13048.41
11040,2040,KH-1239,Knob,2024-10-29,9191.84,5401.87,3789.97,757.99,3031.98
12842,3842,Key Stand,Accessories,2024-10-29,8194.23,3965.38,4228.85,845.77,3383.08
10307,1307,Khutti,Knob,2024-10-29,10598.7,6312.66,4286.04,857.21,3428.83
14103,5103,Brass Khutti,Handles,2024-10-29,38550.08,18007.73,20542.35,4108.47,16433.88
10716,1716,Traditional Handle,Handles,2024-10-29,,5309.44,,0.0,
13840,4840,KH-1239,Handles,2024-10-29,19156.81,8110.64,11046.17,2209.23,8836.94
11432,2432,Brass Khutti,Knob,2024-10-29,34321.51,19514.8,14806.71,2961.34,11845.37
13038,4038,Decorative Kadi,Kadi,2024-10-29,14238.84,6833.6,7405.23,1481.05,5924.19
12699,3699,Kadi Deluxe,Kadi,2024-10-29,14194.42,5829.69,8364.73,1672.95,6691.79
12091,3091,Kadi Deluxe,Knob,2024-10-29,35851.62,20218.44,15633.18,3126.64,12506.54
13809,4809,Designer Knob,Kadi,2024-10-29,19490.04,8525.94,10964.09,2192.82,8771.27
12001,3001,Tower Bolt,Knob,2024-10-29,13393.41,6404.84,6988.57,1397.71,5590.85
14259,5259,Decorative Kadi,Kadi,2024-10-29,34535.39,17805.79,16729.6,3345.92,13383.68
13362,4362,KH-1239,Accessories,2024-10-29,30071.67,10366.76,19704.91,3940.98,15763.93
14900,5900,Gold Plated Handle,Handles,2024-10-29,17203.85,6933.72,10270.12,2054.02,8216.1
14397,5397,Ultra Modern Handle,Kadi,2024-10-30,39267.98,20346.0,18921.98,3784.4,15137.58
12757,3757,Traditional Handle,Accessories,2024-10-30,31452.42,11615.68,19836.74,3967.35,15869.39
14018,5018,Stainless Steel Knob,Kadi,2024-10-30,19606.91,9184.37,10422.54,2084.51,8338.03
11145,2145,Cross Knob,Accessories,2024-10-30,24022.11,11254.08,12768.03,2553.61,10214.42
14833,5833,Antique Handle,Handles,2024-10-30,27777.07,12061.87,15715.2,3143.04,12572.16
11400,2400,Traditional Handle,Accessories,2024-10-30,7644.32,3218.2,4426.13,885.23,3540.9
13636,4636,Economy Kadi,Handles,2024-10-30,7713.6,4321.14,3392.46,678.49,2713.97
14073,5073,Tower Bolt,Accessories,2024-10-30,44766.04,16857.14,27908.89,5581.78,22327.11
13870,4870,Ultra Modern Handle,Handles,2024-10-30,38826.75,20271.62,18555.13,3711.03,14844.1
12980,3980,Key Stand,Others,2024-10-30,34485.66,14767.01,19718.65,3943.73,15774.92
14529,5529,Cross Knob,Knob,2024-10-30,32382.12,13770.89,18611.24,3722.25,14888.99
12597,3597,Kadi Deluxe,Others,2024-10-30,22207.64,9259.5,12948.14,2589.63,10358.51
11530,2530,Antique Handle,Accessories,2024-10-30,230436.69,17272.11,213164.58,42632.92,170531.67
12561,3561,Decorative Kadi,Handles,2024-10-30,14788.15,7849.9,6938.25,1387.65,5550.6
13447,4447,Cross Knob,Accessories,2024-10-30,20912.69,9782.07,11130.62,2226.12,8904.49
11274,2274,Tower Bolt,Knob,2024-10-30,0.0,18575.71,-18575.71,0.0,-18575.71
10569,1569,Stainless Steel Knob,Kadi,2024-10-30,34586.8,16127.54,18459.26,3691.85,14767.41
14032,5032,Key Stand,Kadi,2024-10-30,13761.71,7054.29,6707.42,1341.48,5365.94
10922,1922,Profile Handle,Knob,2024-10-30,33580.15,17872.11,15708.03,3141.61,12566.43
12513,3513,Kadi Deluxe,Accessories,2024-10-30,41877.25,16314.72,25562.54,5112.51,20450.03
14031,5031,Key Stand,Others,2024-10-30,23428.36,11486.28,11942.08,2388.42,9553.67
14389,5389,Designer Knob,Handles,2024-10-30,24085.61,10502.26,13583.35,2716.67,10866.68
10686,1686,Economy Kadi,Handles,2024-10-30,16783.58,8466.41,8317.17,1663.43,6653.74
13933,4933,Cross Knob,Accessories,2024-10-30,23216.26,10940.06,12276.21,2455.24,9820.96
10249,1249,KH-1239,Accessories,2024-10-30,38295.92,16674.06,21621.86,4324.37,17297.49
13960,4960,Designer Knob,Knob,2024-10-30,,,,0.0,
12266,3266,Key Stand,Knob,2024-10-30,34245.83,15906.99,18338.84,3667.77,14671.07
13250,4250,Kadi Deluxe,Knob,2024-10-30,32228.92,2796.78,29432.14,5886.43,23545.71
10996,1996,KH-1239,Knob,2024-10-30,35475.42,18416.66,17058.76,3411.75,13647.01
10243,1243,Antique Handle,Accessories,2024-10-30,27267.6,13137.79,14129.81,2825.96,11303.85
12346,3346,Stainless Steel Knob,Kadi,2024-10-30,7348.8,3324.92,4023.88,804.78,3219.1
13143,4143,Tower Bolt,Handles,2024-10-30,34297.61,15921.9,18375.7,3675.14,14700.56
13209,4209,Tower Bolt,Others,2024-10-30,28534.22,16845.28,11688.94,2337.79,9351.15
11941,2941,Main Door Handle,Others,2024-10-30,9224.06,4919.96,4304.09,860.82,3443.28
10919,1919,Gold Plated Handle,Handles,2024-10-31,38049.0,20744.93,17304.07,3460.81,13843.26
10541,1541,Gold Plated Handle,Accessories,2024-10-31,19163.36,6777.8,12385.56,2477.11,9908.45
12944,3944,Brass Khutti,Kadi,2024-10-31,31898.83,12194.0,19704.83,3940.97,15763.87
13404,4404,Cross Knob,Knob,2024-10-31,13553.36,7720.62,5832.75,1166.55,4666.2
14606,5606,Cross Knob,Handles,2024-10-31,16401.59,7418.93,8982.66,1796.53,7186.13
10038,1038,Designer Knob,Knob,2024-10-31,19178.57,9026.97,10151.61,2030.32,8121.29
13238,4238,Gold Plated Handle,Handles,2024-10-31,18407.2,8976.12,9431.08,1886.22,7544.86
10268,1268,Brass Khutti,Knob,2024-10-31,5843.91,3247.19,2596.72,519.34,2077.38
14932,5932,Khutti,Knob,2024-10-31,6673.57,2736.54,3937.03,787.41,3149.62
14866,5866,Designer Knob,Handles,2024-10-31,8758.94,4266.54,4492.41,898.48,3593.92
12530,3530,Gold Plated Handle,Accessories,2024-10-31,30716.42,10540.38,20176.04,4035.21,16140.83
10121,1121,Key Stand,Kadi,2024-10-31,18817.56,9201.67,9615.89,1923.18,7692.71
13156,4156,Designer Knob,Accessories,2024-10-31,7142.51,3410.77,3731.73,746.35,2985.39
12029,3029,Kadi Deluxe,Handles,2024-10-31,34001.21,16372.75,17628.47,3525.69,14102.77
12328,3328,Sofa Leg,Kadi,2024-10-31,7047.54,3016.38,4031.17,806.23,3224.93
13848,4848,Kadi Deluxe,Others,2024-10-31,28646.97,16176.28,12470.69,2494.14,9976.55
11803,2803,Economy Kadi,Accessories,2024-10-31,12651.67,4770.79,7880.88,1576.18,6304.7
14050,5050,Stainless Steel Knob,Kadi,2024-10-31,14832.81,5465.94,9366.87,1873.37,7493.49
12227,3227,Antique Handle,Handles,2024-10-31,8066.23,4507.4,3558.83,711.77,2847.06
10033,1033,Profile Handle,Kadi,2024-10-31,39659.3,15442.54,24216.76,4843.35,19373.41
11926,2926,Ultra Modern Handle,Others,2024-10-31,39114.15,19497.58,19616.57,3923.31,15693.25
12333,3333,Tower Bolt,Accessories,2024-10-31,182429.15,16357.1,166072.05,33214.41,132857.64
14463,5463,Designer Knob,Knob,2024-10-31,39425.68,22198.53,17227.15,3445.43,13781.72
10828,1828,Khutti,Others,2024-10-31,38288.93,21379.57,16909.35,3381.87,13527.48
13938,4938,Designer Knob,Kadi,2024-10-31,30759.88,14870.0,15889.87,3177.97,12711.9
12432,3432,Tower Bolt,Accessories,2024-10-31,46713.61,19560.85,27152.76,5430.55,21722.21
13641,4641,Sofa Leg,Others,2024-10-31,24618.61,13005.42,11613.19,2322.64,9290.55
13385,4385,Decorative Kadi,Others,2024-10-31,35603.55,15814.48,19789.07,3957.81,15831.26
11420,2420,Designer Knob,Accessories,2024-10-31,,19687.15,,0.0,
13334,4334,Stainless Steel Knob,Knob,2024-10-31,39181.55,,,0.0,
10683,1683,Cross Knob,Accessories,2024-10-31,39768.96,15076.22,24692.73,4938.55,19754.19
14496,5496,Tower Bolt,Accessories,2024-10-31,38152.32,14882.91,23269.41,4653.88,18615.53
10998,1998,Main Door Handle,Accessories,2024-10-31,41433.39,15207.99,26225.4,5245.08,20980.32
10667,1667,Khutti,Accessories,2024-10-31,45855.31,22350.6,23504.71,4700.94,18803.77
10191,1191,Tower Bolt,Others,2024-10-31,11683.21,6916.62,4766.59,953.32,3813.27
13191,4191,Tower Bolt Premium,Knob,2024-11-01,22104.02,13019.0,9085.01,1817.0,7268.01
11056,2056,Brass Khutti,Accessories,2024-11-01,25342.15,10915.91,14426.23,2885.25,11540.99
13602,4602,Tower Bolt,Accessories,2024-11-01,,6862.15,,0.0,
11865,2865,Main Door Handle,Knob,2024-11-01,32718.77,15325.34,17393.44,3478.69,13914.75
13067,4067,Gold Plated Handle,Knob,2024-11-01,23071.51,10214.05,12857.46,2571.49,10285.97
14924,5924,Sofa Leg,Kadi,2024-11-01,29459.31,12624.28,16835.03,3367.01,13468.02
12968,3968,Decorative Kadi,Handles,2024-11-01,20121.79,9539.18,10582.6,2116.52,8466.08
13221,4221,Gold Plated Handle,Knob,2024-11-01,10117.75,4237.15,5880.6,1176.12,4704.48
14544,5544,Cross Knob,Kadi,2024-11-01,25456.36,9354.41,16101.95,3220.39,12881.56
12263,3263,Profile Handle,Kadi,2024-11-01,31817.8,14525.96,17291.84,3458.37,13833.47
11163,2163,Khutti,Knob,2024-11-01,30199.62,14178.93,16020.7,3204.14,12816.56
12309,3309,Economy Kadi,Kadi,2024-11-01,28547.07,10983.45,17563.62,3512.72,14050.89
12653,3653,Tower Bolt,Kadi,2024-11-01,29100.41,11850.35,17250.06,3450.01,13800.05
12977,3977,Key Stand,Handles,2024-11-01,9279.55,4010.85,5268.7,1053.74,4214.96
13655,4655,Stainless Steel Knob,Knob,2024-11-01,16154.59,7135.82,9018.77,1803.75,7215.01
14476,5476,Sofa Leg,Handles,2024-11-01,30856.18,17828.53,13027.65,2605.53,10422.12
13551,4551,Decorative Kadi,Others,2024-11-01,33308.81,19338.03,13970.78,2794.16,11176.62
11124,2124,Gold Plated Handle,Accessories,2024-11-01,43720.94,16201.72,27519.22,5503.84,22015.37
12158,3158,Cross Knob,Kadi,2024-11-01,39644.45,15623.96,24020.49,4804.1,19216.39
10360,1360,Key Stand,Knob,2024-11-01,22935.16,11851.7,11083.46,2216.69,8866.77
13349,4349,Decorative Kadi,Kadi,2024-11-01,35359.81,15597.2,19762.61,3952.52,15810.09
11691,2691,Designer Knob,Handles,2024-11-01,38412.74,20837.58,17575.16,3515.03,14060.13
10350,1350,Khutti,Knob,2024-11-01,31054.51,14582.13,16472.38,3294.48,13177.91
14007,5007,Sofa Leg,Handles,2024-11-01,16044.16,7816.9,8227.26,1645.45,6581.81
11107,2107,Gold Plated Handle,Handles,2024-11-01,8443.49,4762.24,3681.25,736.25,2945.0
13131,4131,Gold Plated Handle,Knob,2024-11-01,36469.27,20141.61,16327.66,3265.53,13062.13
13261,4261,Decorative Kadi,Knob,2024-11-01,17947.55,9947.06,8000.49,1600.1,6400.39
14766,5766,Designer Knob,Handles,2024-11-01,29718.11,12792.36,16925.75,3385.15,13540.6
11249,2249,Gold Plated Handle,Accessories,2024-11-01,16607.29,7810.16,8797.13,1759.43,7037.7
