Operation_ID,Stock_ID,Item_Name,Category,Date,Orders_Processed,Employee_Efficiency_Percentage,Machine_Downtime_Hours,Delayed_Orders,Returned_Orders
24450,5450,Brass Khutti,Others,2024-10-27,146.0,83.5,5.8,16,6.0
22143,3143,Cross Knob,Accessories,2024-10-27,117.0,87.0,13.1,16,6.0
23905,4905,Key Stand,Others,2024-10-27,148.0,73.3,7.4,12,5.0
23017,4017,Cross Knob,Others,2024-10-27,73.0,88.8,2.6,7,4.0
24658,5658,Stainless Steel Knob,Others,2024-10-27,99.0,74.5,15.0,9,6.0
20715,1715,Tower Bolt,Handles,2024-10-27,72.0,63.6,6.8,9,4.0
22184,3184,Khutti,Kadi,2024-10-27,148.0,104.4,5.7,14,11.0
22212,3212,Stainless Steel Knob,Kadi,2024-10-27,61.0,82.0,9.1,6,1.0
23168,4168,Tower Bolt,Others,2024-10-27,69.0,112.7,11.7,8,2.0
23554,4554,Traditional Handle,Kadi,2024-10-27,154.0,103.5,2.5,19,11.0
24671,5671,Sofa Leg,Knob,2024-10-27,75.0,94.9,14.3,5,5.0
21947,2947,Antique Handle,Others,2024-10-27,80.0,85.9,5.0,7,5.0
21912,2912,Brass Khutti,Kadi,2024-10-27,152.0,83.5,4.4,16,3.0
22579,3579,Traditional Handle,Accessories,2024-10-27,168.0,86.5,10.2,15,8.0
23522,4522,Profile Handle,Knob,2024-10-27,131.0,79.9,6.6,7,7.0
21480,2480,Tower Bolt Premium,Accessories,2024-10-27,125.0,84.1,4.3,9,2.0
23658,4658,Khutti,Others,2024-10-27,169.0,81.2,11.2,15,10.0
23853,4853,Tower Bolt Premium,Kadi,2024-10-27,138.0,81.6,8.0,8,3.0
23836,4836,Tower Bolt,Handles,2024-10-27,169.0,71.3,11.2,18,5.0
22063,3063,Key Stand,Knob,2024-10-27,34.0,91.4,3.2,2,2.0
21134,2134,Khutti,Kadi,2024-10-27,76.0,89.8,10.2,6,2.0
22632,3632,KH-1239,Kadi,2024-10-27,132.0,85.8,8.7,15,9.0
21785,2785,Designer Knob,Knob,2024-10-28,55.0,86.2,9.6,4,3.0
23232,4232,Economy Kadi,Others,2024-10-28,165.0,80.6,13.4,11,9.0
20362,1362,Key Stand,Accessories,2024-10-28,50.0,81.4,13.7,2,2.0
24376,5376,Designer Knob,Accessories,2024-10-28,158.0,,5.1,20,6.0
20641,1641,Designer Knob,Kadi,2024-10-28,119.0,101.2,4.9,10,5.0
24724,5724,KH-1239,Knob,2024-10-28,183.0,94.5,2.0,16,5.0
21826,2826,Designer Knob,Handles,2024-10-28,27.0,84.8,11.0,3,1.0
23950,4950,Sofa Leg,Accessories,2024-10-28,35.0,79.7,14.6,2,2.0
20980,1980,Economy Kadi,Others,2024-10-28,90.0,91.1,3.7,11,3.0
21200,2200,Main Door Handle,Handles,2024-10-28,48.0,65.5,11.8,5,3.0
24297,5297,Gold Plated Handle,Handles,2024-10-28,24.0,79.2,22.4,2,0.0
21353,2353,Cross Knob,Handles,2024-10-28,185.0,79.9,3.7,12,7.0
23622,4622,Economy Kadi,Others,2024-10-28,84.0,78.6,5.9,7,3.0
20833,1833,Tower Bolt,Handles,2024-10-28,132.0,65.2,11.6,16,3.0
21411,2411,Designer Knob,Handles,2024-10-28,140.0,67.7,18.3,11,10.0
20015,1015,Cross Knob,Accessories,2024-10-28,69.0,71.3,6.8,9,3.0
20831,1831,Key Stand,Handles,2024-10-28,103.0,75.1,10.1,6,2.0
21437,2437,Ultra Modern Handle,Knob,2024-10-28,108.0,91.7,2.7,10,6.0
20864,1864,Tower Bolt,Accessories,2024-10-28,87.0,90.0,12.5,6,2.0
24085,5085,Khutti,Kadi,2024-10-28,65.0,83.7,3.7,3,3.0
20817,1817,Tower Bolt Premium,Accessories,2024-10-28,52.0,83.0,7.1,5,2.0
22629,3629,Tower Bolt,Kadi,2024-10-28,100.0,80.2,1.7,11,5.0
24179,5179,Decorative Kadi,Others,2024-10-28,53.0,79.3,13.9,6,2.0
23673,4673,KH-1239,Knob,2024-10-28,192.0,80.6,9.4,25,5.0
21647,2647,Cross Knob,Knob,2024-10-28,0.0,0.0,24.0,0,0.0
22464,3464,Main Door Handle,Knob,2024-10-28,178.0,78.2,2.8,14,4.0
23308,4308,Khutti,Others,2024-10-28,144.0,92.7,12.2,15,11.0
23307,4307,Stainless Steel Knob,Accessories,2024-10-28,173.0,77.2,15.0,22,13.0
20946,1946,Kadi Deluxe,Accessories,2024-10-28,143.0,71.4,4.8,7,5.0
21713,2713,Economy Kadi,Others,2024-10-28,193.0,79.8,2.7,27,8.0
23274,4274,Brass Khutti,Kadi,2024-10-28,87.0,79.2,2.5,12,2.0
22272,3272,Traditional Handle,Others,2024-10-28,98.0,84.1,8.4,11,2.0
20847,1847,Traditional Handle,Accessories,2024-10-28,81.0,85.5,6.3,6,4.0
24567,5567,Profile Handle,Kadi,2024-10-28,156.0,80.6,8.6,18,6.0
23169,4169,Designer Knob,Handles,2024-10-28,112.0,79.5,12.8,5,4.0
23179,4179,Brass Khutti,Accessories,2024-10-28,118.0,72.2,11.3,15,7.0
24619,5619,Ultra Modern Handle,Others,2024-10-28,168.0,72.0,13.9,11,11.0
21922,2922,Stainless Steel Knob,Handles,2024-10-28,184.0,69.6,5.3,14,7.0
20662,1662,Ultra Modern Handle,Knob,2024-10-28,54.0,73.6,6.1,2,1.0
24379,5379,Tower Bolt Premium,Kadi,2024-10-28,49.0,86.1,3.5,6,3.0
22131,3131,Gold Plated Handle,Handles,2024-10-28,133.0,75.3,12.4,16,2.0
22224,3224,Cross Knob,Knob,2024-10-28,82.0,75.0,6.1,6,3.0
23906,4906,Ultra Modern Handle,Others,2024-10-28,155.0,93.0,13.2,17,11.0
21900,2900,Khutti,Accessories,2024-10-28,56.0,74.5,5.8,4,3.0
23052,4052,Gold Plated Handle,Kadi,2024-10-28,195.0,88.2,8.0,26,10.0
24884,5884,Key Stand,Knob,2024-10-29,69.0,86.4,4.1,6,5.0
21720,2720,Sofa Leg,Others,2024-10-29,45.0,89.5,2.9,4,2.0
20448,1448,Tower Bolt Premium,Accessories,2024-10-29,106.0,90.3,9.1,14,3.0
22443,3443,Key Stand,Accessories,2024-10-29,174.0,70.8,10.6,10,6.0
20056,1056,Cross Knob,Handles,2024-10-29,167.0,70.3,13.0,12,7.0
20810,1810,Kadi Deluxe,Others,2024-10-29,141.0,76.2,6.8,16,8.0
24829,5829,Brass Khutti,Knob,2024-10-29,106.0,76.2,5.2,15,8.0
24554,5554,Decorative Kadi,Handles,2024-10-29,192.0,63.8,8.5,19,8.0
24212,5212,Economy Kadi,Knob,2024-10-29,177.0,71.5,2.1,10,9.0
21201,2201,Designer Knob,Knob,2024-10-29,50.0,77.2,13.5,7,2.0
23796,4796,Profile Handle,Knob,2024-10-29,83.0,91.9,9.8,7,2.0
21592,2592,Antique Handle,Kadi,2024-10-29,93.0,89.8,2.3,9,3.0
22247,3247,Profile Handle,Handles,2024-10-29,107.0,76.6,17.3,6,7.0
21939,2939,Decorative Kadi,Accessories,2024-10-29,50.0,89.3,14.5,3,1.0
23791,4791,Traditional Handle,Handles,2024-10-29,,117.5,9.1,3,0.0
24307,5307,Khutti,Knob,2024-10-29,110.0,113.9,4.6,7,8.0
21275,2275,Brass Khutti,Handles,2024-10-29,51.0,71.5,6.3,3,1.0
20214,1214,Key Stand,Kadi,2024-10-29,58.0,87.9,,5,3.0
22474,3474,KH-1239,Handles,2024-10-29,139.0,81.6,13.0,11,4.0
24407,5407,Stainless Steel Knob,Knob,2024-10-29,172.0,89.4,7.6,20,8.0
20499,1499,Profile Handle,Knob,2024-10-29,,81.7,4.2,2,1.0
21040,2040,KH-1239,Knob,2024-10-29,154.0,93.4,14.0,22,10.0
22842,3842,Key Stand,Accessories,2024-10-29,139.0,84.2,13.2,11,7.0
20307,1307,Khutti,Knob,2024-10-29,114.0,74.8,2.9,12,6.0
24103,5103,Brass Khutti,Handles,2024-10-29,184.0,69.9,10.0,17,7.0
20716,1716,Traditional Handle,Handles,2024-10-29,73.0,73.5,20.7,4,2.0
23840,4840,KH-1239,Handles,2024-10-29,179.0,66.9,7.4,13,9.0
21432,2432,Brass Khutti,Knob,2024-10-29,187.0,87.8,8.2,22,11.0
23038,4038,Decorative Kadi,Kadi,2024-10-29,23.0,85.1,7.3,1,0.0
22699,3699,Kadi Deluxe,Kadi,2024-10-29,199.0,101.9,4.4,20,8.0
22091,3091,Kadi Deluxe,Knob,2024-10-29,93.0,74.5,8.6,6,3.0
23809,4809,Designer Knob,Kadi,2024-10-29,152.0,83.6,3.5,8,9.0
22001,3001,Tower Bolt,Knob,2024-10-29,177.0,75.1,7.0,13,13.0
24259,5259,Decorative Kadi,Kadi,2024-10-29,74.0,87.5,5.4,6,4.0
23362,4362,KH-1239,Accessories,2024-10-29,104.0,94.7,13.5,6,3.0
24900,5900,Gold Plated Handle,Handles,2024-10-29,178.0,79.0,10.8,12,12.0
24397,5397,Ultra Modern Handle,Kadi,2024-10-30,60.0,82.3,3.6,8,1.0
22757,3757,Traditional Handle,Accessories,2024-10-30,36.0,94.0,5.9,2,2.0
24018,5018,Stainless Steel Knob,Kadi,2024-10-30,69.0,104.1,6.2,5,2.0
21145,2145,Cross Knob,Accessories,2024-10-30,174.0,82.9,8.4,19,5.0
24833,5833,Antique Handle,Handles,2024-10-30,68.0,71.1,6.3,7,1.0
21400,2400,Traditional Handle,Accessories,2024-10-30,65.0,86.1,11.0,3,3.0
23636,4636,Economy Kadi,Handles,2024-10-30,72.0,73.7,17.3,6,5.0
24073,5073,Tower Bolt,Accessories,2024-10-30,196.0,86.5,12.6,10,14.0
23870,4870,Ultra Modern Handle,Handles,2024-10-30,86.0,81.7,4.4,6,3.0
22980,3980,Key Stand,Others,2024-10-30,61.0,89.9,10.8,8,2.0
24529,5529,Cross Knob,Knob,2024-10-30,130.0,86.1,6.4,17,9.0
22597,3597,Kadi Deluxe,Others,2024-10-30,63.0,78.9,7.5,4,2.0
21530,2530,Antique Handle,Accessories,2024-10-30,155.0,90.9,8.5,23,8.0
22561,3561,Decorative Kadi,Handles,2024-10-30,169.0,65.7,3.0,11,4.0
23447,4447,Cross Knob,Accessories,2024-10-30,140.0,74.6,7.2,10,5.0
21274,2274,Tower Bolt,Knob,2024-10-30,64.0,76.1,5.2,3,3.0
20569,1569,Stainless Steel Knob,Kadi,2024-10-30,146.0,86.1,6.9,11,10.0
24032,5032,Key Stand,Kadi,2024-10-30,81.0,83.0,9.2,6,4.0
20922,1922,Profile Handle,Knob,2024-10-30,180.0,85.1,6.8,20,7.0
22513,3513,Kadi Deluxe,Accessories,2024-10-30,20.0,79.1,2.5,2,0.0
24031,5031,Key Stand,Others,2024-10-30,132.0,92.7,11.1,12,5.0
24389,5389,Designer Knob,Handles,2024-10-30,50.0,75.9,10.2,3,1.0
20686,1686,Economy Kadi,Handles,2024-10-30,131.0,84.0,11.2,9,3.0
23933,4933,Cross Knob,Accessories,2024-10-30,119.0,95.0,10.5,12,3.0
20249,1249,KH-1239,Accessories,2024-10-30,135.0,87.4,8.6,8,7.0
23960,4960,Designer Knob,Knob,2024-10-30,53.0,82.6,12.2,6,2.0
22266,3266,Key Stand,Knob,2024-10-30,130.0,70.8,3.1,15,9.0
23250,4250,Kadi Deluxe,Knob,2024-10-30,,81.4,6.6,12,2.0
20996,1996,KH-1239,Knob,2024-10-30,33.0,92.2,9.4,1,0.0
20243,1243,Antique Handle,Accessories,2024-10-30,29.0,76.9,10.8,1,1.0
22346,3346,Stainless Steel Knob,Kadi,2024-10-30,113.0,92.9,9.0,12,6.0
23143,4143,Tower Bolt,Handles,2024-10-30,47.0,83.3,17.0,5,2.0
23209,4209,Tower Bolt,Others,2024-10-30,84.0,74.0,,9,2.0
21941,2941,Main Door Handle,Others,2024-10-30,177.0,75.9,8.9,16,9.0
20919,1919,Gold Plated Handle,Handles,2024-10-31,49.0,71.6,3.8,3,1.0
20541,1541,Gold Plated Handle,Accessories,2024-10-31,130.0,76.6,9.7,13,3.0
22944,3944,Brass Khutti,Kadi,2024-10-31,193.0,98.6,1.6,12,13.0
23404,4404,Cross Knob,Knob,2024-10-31,155.0,76.1,10.9,19,9.0
24606,5606,Cross Knob,Handles,2024-10-31,150.0,71.8,7.0,16,6.0
20038,1038,Designer Knob,Knob,2024-10-31,69.0,86.8,13.4,8,2.0
23238,4238,Gold Plated Handle,Handles,2024-10-31,83.0,84.4,7.7,4,3.0
20268,1268,Brass Khutti,Knob,2024-10-31,169.0,79.3,11.0,11,7.0
24932,5932,Khutti,Knob,2024-10-31,97.0,70.1,10.4,8,2.0
24866,5866,Designer Knob,Handles,2024-10-31,98.0,81.0,14.3,8,4.0
22530,3530,Gold Plated Handle,Accessories,2024-10-31,155.0,71.0,11.1,16,7.0
20121,1121,Key Stand,Kadi,2024-10-31,74.0,89.9,1.4,4,3.0
23156,4156,Designer Knob,Accessories,2024-10-31,91.0,83.0,13.3,11,5.0
22029,3029,Kadi Deluxe,Handles,2024-10-31,180.0,80.5,17.4,9,7.0
22328,3328,Sofa Leg,Kadi,2024-10-31,149.0,90.6,9.1,15,3.0
23848,4848,Kadi Deluxe,Others,2024-10-31,105.0,88.5,8.5,10,4.0
21803,2803,Economy Kadi,Accessories,2024-10-31,91.0,92.7,2.2,6,7.0
24050,5050,Stainless Steel Knob,Kadi,2024-10-31,745.0,97.3,5.2,15,9.0
22227,3227,Antique Handle,Handles,2024-10-31,0.0,0.0,,0,0.0
20033,1033,Profile Handle,Kadi,2024-10-31,165.0,94.1,9.6,17,11.0
21926,2926,Ultra Modern Handle,Others,2024-10-31,187.0,85.7,9.2,11,13.0
22333,3333,Tower Bolt,Accessories,2024-10-31,,75.8,8.4,3,1.0
24463,5463,Designer Knob,Knob,2024-10-31,59.0,85.8,12.5,5,1.0
20828,1828,Khutti,Others,2024-10-31,0.0,0.0,24.0,0,0.0
23938,4938,Designer Knob,Kadi,2024-10-31,107.0,98.4,2.7,9,2.0
22432,3432,Tower Bolt,Accessories,2024-10-31,161.0,78.3,3.3,18,9.0
23641,4641,Sofa Leg,Others,2024-10-31,88.0,92.2,11.9,11,5.0
23385,4385,Decorative Kadi,Others,2024-10-31,164.0,90.4,7.7,9,11.0
21420,2420,Designer Knob,Accessories,2024-10-31,82.0,80.9,9.0,8,6.0
23334,4334,Stainless Steel Knob,Knob,2024-10-31,122.0,76.1,3.2,7,3.0
20683,1683,Cross Knob,Accessories,2024-10-31,,85.4,10.3,26,6.0
24496,5496,Tower Bolt,Accessories,2024-10-31,193.0,70.1,10.0,17,10.0
20998,1998,Main Door Handle,Accessories,2024-10-31,74.0,70.3,5.8,6,5.0
20667,1667,Khutti,Accessories,2024-10-31,110.0,89.4,12.0,12,8.0
20191,1191,Tower Bolt,Others,2024-10-31,95.0,78.4,4.5,13,5.0
23191,4191,Tower Bolt Premium,Knob,2024-11-01,133.0,89.7,6.2,9,2.0
21056,2056,Brass Khutti,Accessories,2024-11-01,169.0,36.6,4.5,16,9.0
23602,4602,Tower Bolt,Accessories,2024-11-01,106.0,81.3,5.3,11,5.0
21865,2865,Main Door Handle,Knob,2024-11-01,29.0,71.1,4.1,2,0.0
23067,4067,Gold Plated Handle,Knob,2024-11-01,167.0,73.9,7.5,13,11.0
24924,5924,Sofa Leg,Kadi,2024-11-01,138.0,101.6,8.2,18,3.0
22968,3968,Decorative Kadi,Handles,2024-11-01,143.0,77.8,20.5,17,9.0
23221,4221,Gold Plated Handle,Knob,2024-11-01,90.0,79.8,14.7,5,4.0
24544,5544,Cross Knob,Kadi,2024-11-01,69.0,77.8,2.3,9,5.0
22263,3263,Profile Handle,Kadi,2024-11-01,35.0,86.9,1.6,4,2.0
21163,2163,Khutti,Knob,2024-11-01,150.0,76.1,2.4,21,11.0
22309,3309,Economy Kadi,Kadi,2024-11-01,151.0,81.8,4.8,8,8.0
22653,3653,Tower Bolt,Kadi,2024-11-01,38.0,80.9,2.9,2,2.0
22977,3977,Key Stand,Handles,2024-11-01,109.0,68.1,18.2,7,5.0
23655,4655,Stainless Steel Knob,Knob,2024-11-01,34.0,86.6,13.6,4,0.0
24476,5476,Sofa Leg,Handles,2024-11-01,189.0,69.2,3.3,14,7.0
23551,4551,Decorative Kadi,Others,2024-11-01,140.0,89.7,13.5,18,10.0
21124,2124,Gold Plated Handle,Accessories,2024-11-01,137.0,82.0,4.7,7,7.0
22158,3158,Cross Knob,Kadi,2024-11-01,34.0,97.9,9.2,4,1.0
20360,1360,Key Stand,Knob,2024-11-01,138.0,72.8,13.6,16,9.0
23349,4349,Decorative Kadi,Kadi,2024-11-01,67.0,90.2,3.4,4,4.0
21691,2691,Designer Knob,Handles,2024-11-01,58.0,67.0,3.4,5,1.0
20350,1350,Khutti,Knob,2024-11-01,70.0,83.5,7.1,9,4.0
24007,5007,Sofa Leg,Handles,2024-11-01,134.0,84.5,8.2,6,8.0
21107,2107,Gold Plated Handle,Handles,2024-11-01,51.0,67.3,4.6,3,3.0
23131,4131,Gold Plated Handle,Knob,2024-11-01,67.0,93.5,13.4,6,3.0
23261,4261,Decorative Kadi,Knob,2024-11-01,67.0,91.4,2.3,5,4.0
24766,5766,Designer Knob,Handles,2024-11-01,175.0,74.8,14.4,24,10.0
21249,2249,Gold Plated Handle,Accessories,2024-11-01,40.0,86.9,9.8,3,2.0
24079,5079,Sofa Leg,Others,2024-11-02,65.0,73.4,4.7,3,2.0
21469,2469,Sofa Leg,Accessories,2024-11-02,188.0,92.6,14.6,23,3.0
21100,2100,Gold Plated Handle,Kadi,2024-11-02,44.0,96.9,9.0,3,2.0
20021,1021,Ultra Modern Handle,Kadi,2024-11-02,24.0,77.8,3.9,3,1.0
24080,5080,Cross Knob,Knob,2024-11-02,178.0,79.3,4.6,24,9.0
22088,3088,Kadi Deluxe,Kadi,2024-11-02,152.0,84.8,7.3,13,7.0
21099,2099,Cross Knob,Accessories,2024-11-02,180.0,88.1,8.3,21,12.0
20482,1482,Economy Kadi,Knob,2024-11-02,105.0,86.9,6.7,11,2.0
20190,1190,Traditional Handle,Others,2024-11-02,83.0,78.6,12.1,9,4.0
24497,5497,Ultra Modern Handle,Handles,2024-11-02,132.0,72.2,16.3,16,2.0
21861,2861,Antique Handle,Handles,2024-11-02,27.0,72.9,21.5,2,1.0
21227,2227,Main Door Handle,Accessories,2024-11-02,181.0,88.4,8.5,14,6.0
21403,2403,Antique Handle,Accessories,2024-11-02,172.0,78.4,12.2,15,13.0
23140,4140,Main Door Handle,Kadi,2024-11-02,153.0,82.1,8.2,9,5.0
22738,3738,Designer Knob,Others,2024-11-02,25.0,74.2,14.4,2,1.0
23585,4585,Cross Knob,Handles,2024-11-02,184.0,66.3,10.9,26,12.0
21881,2881,Antique Handle,Others,2024-11-02,122.0,89.6,11.1,9,9.0
24453,5453,Brass Khutti,Handles,2024-11-02,109.0,71.9,16.4,14,2.0
24784,5784,Main Door Handle,Knob,2024-11-02,53.0,71.7,14.6,4,3.0
24279,5279,Cross Knob,Kadi,2024-11-02,123.0,91.5,10.2,15,9.0
22478,3478,Gold Plated Handle,Others,2024-11-02,147.0,76.7,8.7,10,6.0
20908,1908,Khutti,Knob,2024-11-02,103.0,87.4,8.7,13,3.0
23926,4926,Economy Kadi,Accessories,2024-11-02,40.0,79.1,2.7,2,3.0
21258,2258,Khutti,Handles,2024-11-02,68.0,83.2,4.0,6,4.0
23990,4990,Ultra Modern Handle,Handles,2024-11-02,92.0,67.7,6.0,7,3.0
23242,4242,Sofa Leg,Others,2024-11-02,88.0,86.1,10.3,8,5.0
23241,4241,Designer Knob,Handles,2024-11-02,149.0,73.5,12.8,12,3.0
22026,3026,Gold Plated Handle,Knob,2024-11-02,126.0,78.1,,13,8.0
23795,4795,Traditional Handle,Accessories,2024-11-02,-166.0,78.2,8.0,8,3.0
22028,3028,Designer Knob,Others,2024-11-02,33.0,87.7,11.5,4,1.0
22538,3538,Khutti,Others,2024-11-02,197.0,88.4,8.0,15,5.0
22802,3802,Profile Handle,Kadi,2024-11-02,86.0,88.3,5.1,6,4.0
20744,1744,Key Stand,Kadi,2024-11-02,157.0,100.6,,12,10.0
23109,4109,Main Door Handle,Handles,2024-11-02,34.0,64.2,17.6,2,1.0
22013,3013,Economy Kadi,Others,2024-11-02,84.0,94.3,2.2,8,2.0
22332,3332,Decorative Kadi,Knob,2024-11-02,74.0,76.6,5.7,4,3.0
22276,3276,Economy Kadi,Others,2024-11-03,197.0,88.9,4.1,29,5.0
24742,5742,Traditional Handle,Kadi,2024-11-03,119.0,102.6,5.3,9,9.0
23402,4402,Khutti,Knob,2024-11-03,110.0,72.8,10.3,6,5.0
23584,4584,Stainless Steel Knob,Others,2024-11-03,174.0,80.7,4.5,20,12.0
23331,4331,Tower Bolt Premium,Knob,2024-11-03,185.0,78.8,3.0,11,8.0
23485,4485,Economy Kadi,Knob,2024-11-03,190.0,80.2,3.7,27,14.0
23480,4480,Brass Khutti,Kadi,2024-11-03,131.0,98.8,2.4,12,5.0
21547,2547,Decorative Kadi,Kadi,2024-11-03,45.0,86.0,6.7,3,2.0
24283,5283,Tower Bolt Premium,Others,2024-11-03,126.0,94.9,5.0,18,4.0
24882,5882,Tower Bolt,Others,2024-11-03,86.0,70.8,14.8,11,4.0
24213,5213,Cross Knob,Accessories,2024-11-03,183.0,70.3,3.2,21,5.0
21746,2746,Sofa Leg,Knob,2024-11-03,123.0,88.7,14.3,10,5.0
21760,2760,Sofa Leg,Knob,2024-11-03,136.0,82.0,,10,8.0
24778,5778,Kadi Deluxe,Knob,2024-11-03,80.0,83.8,12.1,9,4.0
22634,3634,Economy Kadi,Accessories,2024-11-03,147.0,87.7,14.5,9,11.0
23146,4146,Tower Bolt Premium,Handles,2024-11-03,168.0,77.5,6.5,11,9.0
21644,2644,Tower Bolt Premium,Kadi,2024-11-03,96.0,84.0,3.7,8,6.0
24452,5452,Economy Kadi,Knob,2024-11-03,152.0,71.0,6.0,12,3.0
21809,2809,Main Door Handle,Accessories,2024-11-03,94.0,85.7,9.3,11,6.0
24631,5631,Stainless Steel Knob,Accessories,2024-11-03,85.0,77.2,4.8,5,4.0
24155,5155,Tower Bolt Premium,Kadi,2024-11-03,165.0,97.1,7.2,16,7.0
22611,3611,Kadi Deluxe,Knob,2024-11-03,155.0,77.9,8.0,12,8.0
23273,4273,KH-1239,Accessories,2024-11-03,34.0,93.0,6.1,2,1.0
21458,2458,Ultra Modern Handle,Kadi,2024-11-03,120.0,85.9,4.1,17,7.0
22469,3469,Decorative Kadi,Others,2024-11-03,26.0,93.9,5.9,3,1.0
21600,2600,Designer Knob,Handles,2024-11-03,158.0,74.8,20.8,23,5.0
23423,4423,Profile Handle,Others,2024-11-03,118.0,87.7,5.8,7,7.0
22299,3299,Designer Knob,Handles,2024-11-03,95.0,82.9,3.3,11,4.0
22937,3937,Tower Bolt,Accessories,2024-11-03,103.0,70.1,14.7,6,3.0
21589,2589,Ultra Modern Handle,Others,2024-11-03,127.0,82.8,13.8,10,3.0
23521,4521,Stainless Steel Knob,Others,2024-11-03,75.0,93.3,12.5,5,3.0
25000,6000,Decorative Kadi,Knob,2024-11-03,195.0,91.7,11.8,20,7.0
21089,2089,Sofa Leg,Kadi,2024-11-03,118.0,78.9,1.9,9,3.0
21245,2245,Profile Handle,Accessories,2024-11-03,25.0,72.7,14.3,3,1.0
20730,1730,Economy Kadi,Accessories,2024-11-03,0.0,0.0,24.0,0,0.0
20562,1562,Tower Bolt,Accessories,2024-11-03,136.0,71.2,5.6,7,3.0
20198,1198,Decorative Kadi,Others,2024-11-03,172.0,81.6,11.8,15,9.0
21151,2151,Brass Khutti,Knob,2024-11-03,79.0,92.6,10.6,9,1.0
20786,1786,KH-1239,Accessories,2024-11-03,139.0,74.2,14.9,11,10.0
20654,1654,Cross Knob,Accessories,2024-11-03,120.0,,13.6,14,2.0
20855,1855,Cross Knob,Accessories,2024-11-03,197.0,70.4,5.8,17,4.0
20478,1478,Brass Khutti,Accessories,2024-11-03,130.0,73.1,4.7,14,4.0
21335,2335,Kadi Deluxe,Accessories,2024-11-03,33.0,88.5,8.1,4,2.0
20070,1070,Kadi Deluxe,Handles,2024-11-03,52.0,71.4,14.0,5,3.0
22783,3783,Economy Kadi,Kadi,2024-11-04,137.0,103.7,5.1,14,8.0
23348,4348,Brass Khutti,Handles,2024-11-04,300.0,67.1,12.0,7,3.0
21430,2430,Cross Knob,Accessories,2024-11-04,32.0,79.3,3.8,4,2.0
21047,2047,Tower Bolt Premium,Others,2024-11-04,161.0,94.5,7.3,8,10.0
23330,4330,Tower Bolt,Knob,2024-11-04,132.0,77.2,2.7,14,7.0
24186,5186,Traditional Handle,Knob,2024-11-04,156.0,73.7,5.5,13,11.0
22382,3382,Kadi Deluxe,Knob,2024-11-04,60.0,83.2,15.0,4,3.0
24189,5189,Ultra Modern Handle,Knob,2024-11-04,72.0,88.1,7.9,7,1.0
20012,1012,Cross Knob,Handles,2024-11-04,66.0,83.9,18.3,4,3.0
23357,4357,Stainless Steel Knob,Others,2024-11-04,149.0,70.6,3.3,15,4.0
24520,5520,Economy Kadi,Accessories,2024-11-04,142.0,70.3,6.0,14,9.0
20748,1748,Sofa Leg,Handles,2024-11-04,159.0,83.5,19.2,16,12.0
23678,4678,Stainless Steel Knob,Accessories,2024-11-04,51.0,91.7,6.3,5,3.0
20548,1548,Khutti,Handles,2024-11-04,70.0,75.6,7.7,5,5.0
20955,1955,Decorative Kadi,Accessories,2024-11-04,35.0,71.9,14.6,5,1.0
24110,5110,Brass Khutti,Handles,2024-11-04,160.0,74.6,22.2,14,4.0
21870,2870,Kadi Deluxe,Knob,2024-11-04,33.0,71.3,5.2,2,1.0
22697,3697,Traditional Handle,Knob,2024-11-04,72.0,86.1,10.0,9,5.0
23464,4464,Cross Knob,Handles,2024-11-04,77.0,71.0,11.1,9,3.0
20323,1323,KH-1239,Handles,2024-11-04,102.0,73.6,12.1,12,6.0
22683,3683,Brass Khutti,Knob,2024-11-04,152.0,93.9,13.1,15,3.0
24077,5077,Key Stand,Others,2024-11-04,119.0,90.1,5.2,10,6.0
23732,4732,Brass Khutti,Kadi,2024-11-04,91.0,88.7,6.3,6,2.0
21919,2919,Economy Kadi,Knob,2024-11-04,91.0,78.5,12.4,6,6.0
22654,3654,Tower Bolt Premium,Handles,2024-11-04,85.0,85.0,10.5,6,3.0
24946,5946,Ultra Modern Handle,Others,2024-11-04,197.0,72.2,6.1,22,14.0
24573,5573,Sofa Leg,Handles,2024-11-04,84.0,81.3,6.6,6,3.0
24118,5118,Main Door Handle,Others,2024-11-04,61.0,88.3,11.5,3,3.0
24945,5945,Antique Handle,Others,2024-11-04,71.0,77.2,5.1,7,3.0
20797,1797,Decorative Kadi,Knob,2024-11-04,173.0,74.4,10.7,16,11.0
23582,4582,Main Door Handle,Knob,2024-11-04,42.0,91.1,12.6,4,2.0
20404,1404,Economy Kadi,Others,2024-11-04,75.0,72.2,13.6,6,4.0
21204,2204,Economy Kadi,Accessories,2024-11-04,46.0,72.8,13.2,2,3.0
22475,3475,Khutti,Accessories,2024-11-04,79.0,77.1,3.5,9,6.0
24729,5729,Decorative Kadi,Others,2024-11-05,39.0,79.5,14.6,2,0.0
20914,1914,Khutti,Knob,2024-11-05,40.0,85.6,13.1,3,1.0
23182,4182,Stainless Steel Knob,Kadi,2024-11-05,21.0,95.2,1.7,2,0.0
23479,4479,Tower Bolt,Kadi,2024-11-05,132.0,81.2,4.2,14,3.0
20966,1966,Decorative Kadi,Kadi,2024-11-05,39.0,77.3,4.0,4,1.0
22338,3338,Antique Handle,Knob,2024-11-05,72.0,85.5,4.3,4,2.0
22000,3000,Tower Bolt,Kadi,2024-11-05,40.0,101.0,6.4,2,1.0
